sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
087-105B;5020.66;936;325;0;0;0;0;RESIDENCIAL ABIERTO;5;115.37601;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636702.278;6169464.477;-58.50959005;-34.61147598;0.022980248
089-044A;5754.17;862;307;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;115.46166;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635437.844;6169486.041;-58.52337504;-34.61144928;0.020065737
020-028;11839.16;1281;617;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;1281;BALVANERA - SAN CRISTOBAL;3;5646666.014;6169305.143;-58.40096803;-34.61153648;0.108200244
081-094B;5561.47;699;279;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;141.55342;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637975.273;6169448.521;-58.49571271;-34.61144945;0.025452519
012-046;14587.88;888;389;6585.21;1;0;0;RESIDENCIAL ABIERTO;5;308.40185;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648217.716;6169282.247;-58.38405245;-34.61151992;0.021140964
081-019;8332.66;817;292;0;0;0;0;RESIDENCIAL ABIERTO;5;182.59967;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637094.003;6169451.421;-58.5053184;-34.61154139;0.021913731
028-017;14475.97;1099;530;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;1099;ALMAGRO - BOEDO;5;5645258.58;6169331.063;-58.41631187;-34.61150305;0.075918919
045-119;10723.05;832;355;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;481.71625;CABALLITO;6;5643645.345;6169335.658;-58.43389517;-34.61168867;0.044923436
081-056;13000.65;851;298;0;0;0;0;RESIDENCIAL ABIERTO;5;152.86053;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637532.58;6169428.424;-58.50053449;-34.61168995;0.011757914
045-073A;33649.25;1836;792;6187.3;1;1;0;RESIDENCIAL ABIERTO;5;1836;CABALLITO;6;5643113.736;6169290.823;-58.43968161;-34.61216693;0.05456288
045-130;4058.03;778;326;1496.66;1;0;0;RESIDENCIAL ABIERTO;5;151.06308;CABALLITO;6;5643801.379;6169373.89;-58.43220104;-34.61132232;0.037225718
081-032C;2972.25;817;292;0;0;0;0;RESIDENCIAL ABIERTO;5;65.13309;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637154.595;6169494.055;-58.50466488;-34.61114911;0.021913732
087-057;9844.73;916;333;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;84.40727;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635808.012;6169495.632;-58.51934197;-34.61131394;0.008573853
012-066B;2968.26;418;200;0;0;0;0;;0;31.45718;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648441.781;6169296.757;-58.38161298;-34.6113568;0.010597852
012-055;13698.18;657;303;0;0;1;0;RESIDENCIAL ABIERTO;5;657;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648350.014;6169290.984;-58.38261211;-34.61142207;0.047962576
057-114;9927.46;658;227;0;0;0;0;RESIDENCIAL ABIERTO;5;144.54979;CABALLITO;6;5642221.765;6169375.467;-58.44941748;-34.61152817;0.014560602
081-121B;3646.95;1045;409;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;78.96896;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638306.356;6169455.589;-58.49210531;-34.6113412;0.021653425
087-069;14017.81;916;333;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;120.18665;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636173.533;6169455.306;-58.51535156;-34.61162891;0.008573854
017-064A;25965.56;1575;769;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;1575;ALMAGRO - BOEDO;5;5644667.901;6169333.902;-58.4227501;-34.61156088;0.060657271
059-077;50790.09;620;145;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;363.79808;CABALLITO;6;5641351.286;6169298.419;-58.45889206;-34.6123427;0.007162777
020-033;12747.37;845;363;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;387.72388;BALVANERA - SAN CRISTOBAL;3;5646785.588;6169313.477;-58.39966627;-34.6114443;0.03041599
028-025;9632.33;1104;521;1194.01;1;0;0;COMERCIAL ADMINISTRATIVO;1;1104;ALMAGRO - BOEDO;5;5645387.011;6169354.158;-58.41491607;-34.61127676;0.114614013
087-056;12666.87;916;333;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;108.60389;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635986.186;6169468.254;-58.51739561;-34.61153707;0.008573854
012-075;13528.71;418;200;728.81;1;0;0;RESIDENCIAL ABIERTO;5;143.37528;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648610.733;6169308.31;-58.37977365;-34.61122824;0.010597853
020-049;11880.24;478;214;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;478;BALVANERA - SAN CRISTOBAL;3;5647049.081;6169332.546;-58.39679782;-34.61123476;0.040234877
028-034;17428.28;1121;504;1194.01;1;0;0;COMERCIAL ADMINISTRATIVO;1;1121;BALVANERA - SAN CRISTOBAL;3;5645617.797;6169334.965;-58.41239748;-34.611417;0.064320748
089-060;10809.58;754;280;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;171.99631;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635608.252;6169500.964;-58.52152009;-34.6112923;0.01591147
012-066A;3002.05;418;200;728.81;1;0;0;;0;31.81529;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648520.994;6169302.354;-58.38075064;-34.6112949;0.010597855
045-097;11938.5;740;307;107141.89;1;1;0;RESIDENCIAL ABIERTO;5;367.45917;CABALLITO;6;5643332.498;6169349.782;-58.43730727;-34.61160512;0.030779342
067-079;14345.3;921;341;0;0;0;0;RESIDENCIAL ABIERTO;5;311.53323;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639879.338;6169406.342;-58.47495299;-34.61157183;0.021716746
089-034B;2893.95;862;307;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;58.06924;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635317.123;6169518.328;-58.52469598;-34.61117425;0.020065737
045-025;10282.2;731;288;6187.3;1;1;0;RESIDENCIAL ABIERTO;5;317.60933;CABALLITO;6;5642531.636;6169372.844;-58.44603975;-34.61150883;0.030889239
081-081;9351.65;972;364;0;0;0;0;RESIDENCIAL ABIERTO;5;159.80252;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637820.994;6169452.882;-58.49739495;-34.61143087;0.017088163
057-099;12215.02;591;243;0;0;1;0;RESIDENCIAL ABIERTO;5;227.26549;CABALLITO;6;5641936.646;6169379.948;-58.45252576;-34.61152725;0.018605413
017-004;10340.57;1026;459;0;0;0;0;RESIDENCIAL ABIERTO;5;550.08279;ALMAGRO - BOEDO;5;5644044.572;6169374.381;-58.42955058;-34.61128378;0.053196564
081-007B;5926.56;965;349;0;0;0;0;RESIDENCIAL ABIERTO;5;119.23579;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636899.396;6169474.857;-58.50744327;-34.61135618;0.020118887
089-018A;4123.19;842;292;0;0;0;0;RESIDENCIAL ABIERTO;5;92.77632;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635163.793;6169522.09;-58.52636778;-34.61116054;0.022501102
059-125;14143.75;675;253;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;287.84469;CABALLITO;6;5641640.072;6169381.125;-58.45575833;-34.61155762;0.02035137
059-064;11835.26;763;269;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;228.25417;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641124.068;6169395.776;-58.46138476;-34.61149667;0.019285945
020-041;15034.07;845;363;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;457.27612;BALVANERA - SAN CRISTOBAL;3;5646918.806;6169323.957;-58.39821616;-34.61133081;0.03041599
059-005;14528.55;977;358;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;333.2618;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640630.974;6169401.049;-58.46675992;-34.61151682;0.022938407
028-033;12335.54;891;375;1194.01;1;0;0;COMERCIAL ADMINISTRATIVO;1;891;BALVANERA - SAN CRISTOBAL;3;5645514.357;6169332.037;-58.41352436;-34.61145805;0.07223032
067-121B;4484.96;770;292;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;54.47508;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640418.356;6169434.052;-58.46908273;-34.61124854;0.012146169
045-131;3841.3;832;355;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;172.56439;CABALLITO;6;5643711.332;6169409.747;-58.43318852;-34.61101182;0.044923435
045-037B;4334.08;731;288;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;133.87643;CABALLITO;6;5642608.586;6169410.964;-58.44520748;-34.61115464;0.030889238
002-006;13766.22;662;249;728.81;1;1;0;RESIDENCIAL ABIERTO;5;135.46295;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648740.658;6169316.158;-58.37835902;-34.61113871;0.009840243
067-100;12317.16;653;232;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;225.42115;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640172.426;6169430.753;-58.4717626;-34.61131188;0.01830139
017-026;8946.39;1026;459;0;0;0;0;RESIDENCIAL ABIERTO;5;475.91721;ALMAGRO - BOEDO;5;5644174.801;6169400.005;-58.42813558;-34.61103461;0.053196564
081-131B;6233.23;1045;409;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;134.97079;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638368.785;6169463.622;-58.49142619;-34.6112604;0.021653427
045-056;9030.27;978;407;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;406.13386;CABALLITO;6;5642904.652;6169404.289;-58.44197954;-34.61117361;0.044974719
002-024A;4696.21;622;247;823.56;1;1;0;COMERCIAL ADMINISTRATIVO;1;36.57303;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649030.547;6169308.345;-58.37519827;-34.61116706;0.007787776
020-057;13484.26;546;291;6916.35;1;1;0;RESIDENCIAL ABIERTO;5;546;BALVANERA - SAN CRISTOBAL;3;5647171.577;6169340.758;-58.39546419;-34.6111432;0.040491655
087-106A;4852.36;936;325;0;0;0;0;RESIDENCIAL ABIERTO;5;111.50844;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636671.691;6169511.039;-58.50993093;-34.61106047;0.022980249
028-041;12463.65;881;388;5842.33;1;1;0;RESIDENCIAL ABIERTO;5;881;BALVANERA - SAN CRISTOBAL;3;5645747.167;6169368.855;-58.41099332;-34.61109325;0.070685554
089-001A;7632.64;842;292;0;0;0;0;RESIDENCIAL ABIERTO;5;171.74281;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635027.589;6169528.873;-58.5278534;-34.61111735;0.022501102
087-094A;6332.53;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;125.47351;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636490.654;6169511.492;-58.51190417;-34.61108048;0.01981412
045-085;6794.3;1107;509;107141.89;1;1;0;RESIDENCIAL ABIERTO;5;572.9913;CABALLITO;6;5643215.017;6169406.954;-58.43859734;-34.61110634;0.084334118
081-044;9682.5;868;319;0;0;0;0;RESIDENCIAL ABIERTO;5;167.75889;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637363.871;6169488.544;-58.50238303;-34.61117078;0.017325989
002-015;13851.07;662;249;728.81;1;0;0;COMERCIAL ADMINISTRATIVO;1;136.2979;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648871.446;6169323.781;-58.37693496;-34.61105106;0.009840243
067-069;13689.41;791;306;0;0;0;0;RESIDENCIAL ABIERTO;5;259.38266;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639690.459;6169446.039;-58.47701815;-34.61123983;0.018947687
020-065;13975.95;928;466;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;928;BALVANERA - SAN CRISTOBAL;3;5647302.891;6169348.572;-58.3940344;-34.61105396;0.06639978
089-030C;2793.6;862;307;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;56.05564;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635211.325;6169559.804;-58.52585571;-34.61081443;0.020065736
087-082B;6477.19;967;351;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;105.9726;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636262.207;6169520.599;-58.51439555;-34.61102876;0.016360891
028-049;12627.03;464;178;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;464;BALVANERA - SAN CRISTOBAL;3;5645879.722;6169379.545;-58.40955048;-34.6109781;0.036746567
045-037A;3232.3;731;288;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;99.84328;CABALLITO;6;5642649.826;6169429.143;-58.44476106;-34.6109851;0.030889237
057-119;10769.18;831;339;0;0;0;0;RESIDENCIAL ABIERTO;5;416.11572;CABALLITO;6;5642324.924;6169421.982;-58.44830095;-34.61109472;0.038639499
002-024B;4455.47;622;247;823.56;1;1;0;COMERCIAL ADMINISTRATIVO;1;34.6982;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648973.501;6169356.48;-58.37582844;-34.61074161;0.007787775
067-121A;5570.84;770;292;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;67.66436;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640468.219;6169465.022;-58.46854439;-34.61096264;0.012146168
020-073;13482.71;269;66;2177.06;1;1;0;RESIDENCIAL ABIERTO;5;140.36298;BALVANERA - SAN CRISTOBAL;3;5647435.194;6169355.117;-58.3925936;-34.61097599;0.010410591
081-032B;4012.48;817;292;0;0;0;0;RESIDENCIAL ABIERTO;5;87.92841;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637190.991;6169520.925;-58.50427254;-34.61090211;0.021913732
045-106;12103.6;740;307;107141.89;1;1;0;RESIDENCIAL ABIERTO;5;372.54083;CABALLITO;6;5643443.882;6169396.036;-58.43610112;-34.61117277;0.030779341
081-108;11809.03;970;328;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;217.36277;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638105.774;6169482.047;-58.4942958;-34.61112979;0.018406488
059-020B;6881.94;977;358;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;157.86075;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640723.035;6169458.193;-58.465766;-34.61098928;0.022938408
017-040;8017.44;747;315;0;0;0;0;RESIDENCIAL ABIERTO;5;209.7841;ALMAGRO - BOEDO;5;5644305.919;6169426.369;-58.42671103;-34.61077861;0.026165971
081-122A;2482.67;970;328;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;45.69723;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638256.08;6169528.206;-58.49266511;-34.6106936;0.018406486
081-008A;6710.58;965;349;0;0;0;0;RESIDENCIAL ABIERTO;5;135.0094;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636867.878;6169519.274;-58.50779397;-34.61096012;0.020118887
089-034A;5763.21;862;307;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;115.64306;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635365.699;6169557.018;-58.5241727;-34.61081919;0.020065738
059-079;9509.53;620;145;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;68.11464;CABALLITO;6;5641228.319;6169453.271;-58.46025808;-34.61096424;0.007162777
028-062;11687.45;683;282;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;683;BALVANERA - SAN CRISTOBAL;3;5646008.579;6169386.939;-58.40814736;-34.61089315;0.058438753
045-132;3759.95;778;326;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;139.96684;CABALLITO;6;5643776.376;6169442.204;-58.43248511;-34.61071024;0.037225718
012-007;12783.25;382;160;2177.06;1;0;0;RESIDENCIAL ABIERTO;5;147.97715;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647575.878;6169365.478;-58.39106214;-34.61086242;0.011575863
059-111;11698.08;620;145;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;83.79074;CABALLITO;6;5641464.959;6169446.2;-58.45767775;-34.61099537;0.007162777
002-033;13314.49;622;247;823.56;1;0;0;COMERCIAL ADMINISTRATIVO;1;103.69025;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649129.235;6169340.01;-58.37412827;-34.61086741;0.007787775
045-061;3932.89;978;407;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;176.88062;CABALLITO;6;5642970.605;6169445.268;-58.44126762;-34.61079516;0.044974718
002-080;195.64;622;247;823.56;1;0;0;COMERCIAL ADMINISTRATIVO;1;1.5236;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649064.147;6169399.666;-58.37484812;-34.61033932;0.007787773
059-036;16996.5;904;345;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;313.95822;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640950.042;6169441.335;-58.46328904;-34.61111004;0.018471934
081-131A;7646.34;1045;409;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;165.56946;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638418.275;6169501.981;-58.49089304;-34.61090806;0.021653426
028-069;13379.88;788;334;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;425.44832;BALVANERA - SAN CRISTOBAL;3;5646138.851;6169398.655;-58.40672958;-34.61076904;0.031797619
059-139;15381.29;962;367;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;382.8308;CABALLITO;6;5641753.423;6169435.303;-58.45453197;-34.61105376;0.024889382
087-094B;4190.74;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;83.03583;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636460.64;6169552.773;-58.51223795;-34.61071246;0.019814121
045-145;8982.85;491;236;1496.66;1;0;0;RESIDENCIAL ABIERTO;5;491;CABALLITO;6;5643904.928;6169426.421;-58.43108137;-34.61083444;0.054659713
081-020;6934.56;817;292;0;0;0;0;RESIDENCIAL ABIERTO;5;151.96208;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637031.698;6169539.184;-58.50601166;-34.61075885;0.021913731
045-048B;5816.62;731;288;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;179.67096;CABALLITO;6;5642697.848;6169450.482;-58.44424126;-34.61078613;0.030889238
089-030B;2774.74;862;307;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;55.6772;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635246.393;6169587.998;-58.52547799;-34.61055574;0.020065736
012-015;13119.57;546;220;2177.06;1;0;0;RESIDENCIAL ABIERTO;5;546;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647704.597;6169373.473;-58.38966067;-34.61077186;0.041617218
002-042;14066.12;622;247;10597.17;1;1;0;COMERCIAL ADMINISTRATIVO;1;109.54378;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649260.476;6169349.171;-58.37269955;-34.61076578;0.007787775
067-090;13079.76;711;267;0;0;0;0;RESIDENCIAL ABIERTO;5;247.87135;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639994.472;6169477.623;-58.47370988;-34.6109138;0.018950757
087-106B;5087.45;936;325;0;0;0;0;RESIDENCIAL ABIERTO;5;116.91087;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636646.832;6169550.943;-58.5102083;-34.61070419;0.022980249
017-054;13019.52;791;321;0;0;0;0;RESIDENCIAL ABIERTO;5;311.77606;ALMAGRO - BOEDO;5;5644440.551;6169423.784;-58.42524326;-34.61078298;0.023946817
081-069;17677.47;831;284;0;0;0;0;RESIDENCIAL ABIERTO;5;271.8667;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637634.412;6169499.885;-58.49943618;-34.61103235;0.015379277
081-145A;5160.27;1045;409;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;111.73753;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638505.232;6169531.778;-58.48995015;-34.61062783;0.021653427
020-007;11401.85;788;334;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;362.55168;BALVANERA - SAN CRISTOBAL;3;5646281.454;6169405.971;-58.40517665;-34.61068281;0.031797619
089-001B;4357.55;842;292;0;0;0;0;RESIDENCIAL ABIERTO;5;98.04968;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635093.192;6169589.131;-58.52714795;-34.6105657;0.022501103
081-032A;3904.4;817;292;0;0;0;0;RESIDENCIAL ABIERTO;5;85.55997;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637232.214;6169548.489;-58.5038277;-34.61064821;0.021913731
017-064B;5934.82;897;336;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;215.79913;ALMAGRO - BOEDO;5;5644752.327;6169432.183;-58.4218467;-34.61066338;0.036361529
002-052;14330.32;1096;226;10597.17;1;1;0;COMERCIAL ADMINISTRATIVO;1;87.22678;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649388.732;6169356.827;-58.3713031;-34.61067814;0.006086869
081-122D;1286.79;970;328;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;23.68528;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638236.679;6169566.692;-58.49288283;-34.6103494;0.018406484
020-011;10401.67;755;382;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;239.46731;BALVANERA - SAN CRISTOBAL;3;5646399.092;6169412.451;-58.40389567;-34.61060765;0.023022006
012-022;14229.33;1074;475;2177.06;1;0;0;RESIDENCIAL ABIERTO;5;729.35471;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647836.564;6169383.514;-58.38822416;-34.61066238;0.051257136
057-109;14990.4;635;243;0;0;0;0;RESIDENCIAL ABIERTO;5;338.09914;CABALLITO;6;5642056.812;6169446.137;-58.45122715;-34.6109142;0.022554377
059-085;5875;620;145;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;42.08131;CABALLITO;6;5641317.417;6169493.899;-58.45929376;-34.61058586;0.007162776
045-048A;3320.21;774;322;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;67.03866;CABALLITO;6;5642756.727;6169467.227;-58.44360236;-34.61062706;0.02019109
087-082A;6569.66;967;351;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;107.48549;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636318.717;6169561.935;-58.51378627;-34.61064876;0.016360891
081-095;12477.72;1008;365;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;249.26962;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637925.842;6169523.349;-58.49626363;-34.61078179;0.019977177
002-060;9450.13;1096;226;10597.17;1;0;0;COMERCIAL ADMINISTRATIVO;1;57.5217;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649497.12;6169362.509;-58.37012283;-34.61061116;0.006086869
081-122C;7434.46;970;328;1796.12;1;0;0;RESIDENCIAL ABIERTO;5;136.8423;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638181.394;6169528.141;-58.49347911;-34.61070424;0.018406488
059-020A;6816.19;977;358;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;156.35255;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640784.446;6169495.947;-58.46510294;-34.61064065;0.022938408
087-070;12969.75;916;333;10276.92;1;1;0;RESIDENCIAL ABIERTO;5;111.20074;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636101.434;6169554.458;-58.51615329;-34.61074497;0.008573854
067-111;11813.31;698;252;9328.58;1;0;0;RESIDENCIAL ABIERTO;5;246.12267;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640275.727;6169494.799;-58.4706473;-34.61072064;0.020834353
012-029;12960.62;559;228;2177.06;1;0;0;RESIDENCIAL ABIERTO;5;559;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647963.728;6169392.697;-58.38683985;-34.61056131;0.043130653
