sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
047-028;8919.7;735;306;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;383.77304;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642357.935;6170053.21;-58.44804703;-34.60540209;0.04302533
013-016;6044.96;669;303;7517.05;1;0;0;RESIDENCIAL ABIERTO;5;281.89725;ALMAGRO - BOEDO;5;5645256.829;6170034.098;-58.41645126;-34.60516828;0.046633435
017-079;15089.26;401;175;7517.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;401;ALMAGRO - BOEDO;5;5644744.092;6170018.594;-58.42203645;-34.60538039;0.026575193
081-162;16505.51;955;373;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;240.27322;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638242.618;6170099.137;-58.49290482;-34.60555059;0.014557152
009-037;16027.79;496;216;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;496;BALVANERA - SAN CRISTOBAL;3;5646758.281;6169983.663;-58.40007975;-34.60540923;0.03094625
089-055;9958.62;867;316;0;0;0;0;RESIDENCIAL ABIERTO;5;138.20199;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635665.803;6170157.872;-58.52099781;-34.60536503;0.013877625
067-127;6625.36;895;356;0;0;0;0;RESIDENCIAL ABIERTO;5;116.28841;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640049.873;6170103.077;-58.47320926;-34.60527015;0.017552014
081-150;6651.32;823;365;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;384.62307;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638073.857;6170131.569;-58.49474933;-34.60528104;0.057826577
081-051;7656.5;883;352;0;0;0;0;RESIDENCIAL ABIERTO;5;160.00019;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636896.739;6170147.344;-58.50758069;-34.60529652;0.020897302
001-011;13538.06;296;101;688.12;1;1;0;COMERCIAL ADMINISTRATIVO;1;121.55079;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648856.185;6169968.274;-58.3772143;-34.60524589;0.00897845
069-052B;5396.86;1017;396;0;0;0;0;RESIDENCIAL ABIERTO;5;178.69938;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639385.051;6170119.259;-58.48045739;-34.60521481;0.033111732
047-016;8334.98;805;337;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;147.71647;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642202.564;6170067.835;-58.44974275;-34.60529184;0.017722474
009-045;14964.47;310;136;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;310;BALVANERA - SAN CRISTOBAL;3;5646882.226;6169987.746;-58.3987297;-34.60535471;0.020715735
009-005;7065.7;647;321;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;647;BALVANERA - SAN CRISTOBAL;3;5646305.353;6170020.703;-58.40502214;-34.6051401;0.09156913
081-114;9014.21;896;338;0;0;0;0;RESIDENCIAL ABIERTO;5;164.26048;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637690.545;6170135.645;-58.4989275;-34.60529579;0.018222393
059-144;16785.81;888;347;0;0;1;0;RESIDENCIAL ABIERTO;5;888;CABALLITO;6;5641404.623;6170047.271;-58.45843549;-34.60558735;0.052901826
059-158;10639.66;698;274;0;0;1;0;RESIDENCIAL ABIERTO;5;317.63371;CABALLITO;6;5641514.625;6170080.334;-58.45724217;-34.60527425;0.029853746
009-053;16011.99;864;415;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;864;BALVANERA - SAN CRISTOBAL;3;5647006.397;6169993.508;-58.39737749;-34.60528502;0.053959564
089-072;9964.97;829;284;0;0;0;0;RESIDENCIAL ABIERTO;5;167.49927;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635838.931;6170165.734;-58.51911221;-34.60527129;0.016808808
047-072B;4574.91;711;308;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;182.25957;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642732.323;6170078.08;-58.44397105;-34.605126;0.039838941
047-108;8873.15;912;342;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;286.98933;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643081.963;6170058.056;-58.44015725;-34.60525778;0.032343568
001-019;14567.65;528;136;859.19;1;0;0;COMERCIAL ADMINISTRATIVO;1;27.64307;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648983.871;6169972.029;-58.37582346;-34.60519353;0.001897565
009-061;16238.02;967;453;0;0;0;0;RESIDENCIAL ABIERTO;5;967;BALVANERA - SAN CRISTOBAL;3;5647138.402;6169997.702;-58.39593963;-34.60522832;0.059551596
013-005;7202.81;575;268;7517.05;1;0;0;RESIDENCIAL ABIERTO;5;575;ALMAGRO - BOEDO;5;5645151.659;6170054.241;-58.41760085;-34.60500164;0.079829955
005-070C;517.1;1356;342;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;5.01098;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648591.496;6170026.971;-58.38010912;-34.60475532;0.009690543
059-117;11607.9;969;385;0;0;0;0;RESIDENCIAL ABIERTO;5;298.99947;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641127.792;6170081.605;-58.46145819;-34.60531604;0.025758274
081-101;10744.98;886;347;0;0;0;0;RESIDENCIAL ABIERTO;5;227.19246;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637522.64;6170140.77;-58.50075825;-34.60527211;0.021144056
059-043;13912.81;765;271;0;0;0;0;RESIDENCIAL ABIERTO;5;255.86405;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640549.713;6170090.892;-58.46775981;-34.60531166;0.018390537
009-069;15092.32;914;369;0;0;1;0;RESIDENCIAL ABIERTO;5;461.59027;BALVANERA - SAN CRISTOBAL;3;5647272.39;6170001.428;-58.39448009;-34.60517554;0.030584448
081-088;10782.42;886;347;0;0;0;0;RESIDENCIAL ABIERTO;5;227.98409;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637352.295;6170149.196;-58.50261611;-34.60521898;0.021144056
017-069;19260.18;627;300;7517.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;627;ALMAGRO - BOEDO;5;5644598.869;6170030.595;-58.42362115;-34.60529271;0.032554213
089-085;9956.07;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;114.31466;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636012.269;6170173.583;-58.51722434;-34.60517762;0.011481906
069-086B;8578.74;906;296;0;0;0;0;RESIDENCIAL ABIERTO;5;236.31305;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639869.035;6170112.177;-58.47518159;-34.60521281;0.027546359
009-077;14792.15;914;369;0;0;0;0;RESIDENCIAL ABIERTO;5;452.40973;BALVANERA - SAN CRISTOBAL;3;5647405.798;6170008.18;-58.39302739;-34.60509555;0.030584447
059-070;14136.56;711;270;0;0;0;0;RESIDENCIAL ABIERTO;5;356.28091;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640844.084;6170089.043;-58.46455136;-34.60528798;0.025202801
013-098;8412.71;866;354;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;379.37299;BALVANERA - SAN CRISTOBAL;3;5646196.035;6170037.295;-58.40621634;-34.60500617;0.045095218
069-066A;6903.89;952;335;0;0;0;0;RESIDENCIAL ABIERTO;5;126.38384;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639620.839;6170127.026;-58.47788895;-34.60511278;0.018306178
001-027;14047.83;528;136;7550.36;1;0;0;COMERCIAL ADMINISTRATIVO;1;26.65668;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649112.098;6169981.193;-58.37442768;-34.60509234;0.001897566
069-032B;7799.15;881;320;0;0;0;0;RESIDENCIAL ABIERTO;5;164.90878;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639050.024;6170143.213;-58.48411256;-34.60504437;0.021144455
047-090;9563.15;678;266;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;336.87987;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642920.474;6170078.812;-58.44192067;-34.60509324;0.035226873
089-094;10910.28;727;279;0;0;1;0;RESIDENCIAL ABIERTO;5;145.77387;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636187.608;6170178.696;-58.51531422;-34.6051083;0.013361148
005-004;12814.55;512;219;855.95;1;0;0;RESIDENCIAL ABIERTO;5;512;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647548.407;6170015.678;-58.39147456;-34.60500751;0.039954583
005-061B;936.64;1356;342;688.12;1;0;0;;0;9.07654;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648418.833;6170030.994;-58.38199146;-34.60474404;0.009690532
017-104;7443.58;526;232;7517.05;1;0;0;RESIDENCIAL ABIERTO;5;526;ALMAGRO - BOEDO;5;5645026.064;6170077.358;-58.41897353;-34.60481108;0.070664922
059-173B;9698.93;642;276;0;0;0;0;RESIDENCIAL ABIERTO;5;642;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641763.692;6170101.49;-58.4545313;-34.60504925;0.066192869
001-035;14038.83;528;136;7550.36;1;0;0;COMERCIAL ADMINISTRATIVO;1;26.6396;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649239.78;6169991.225;-58.37303799;-34.60498339;0.001897566
069-042A;13839.47;888;309;0;0;0;0;RESIDENCIAL ABIERTO;5;233.82465;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639211.361;6170159.923;-58.48235699;-34.60487193;0.016895492
081-039;12826.37;691;281;0;0;0;0;RESIDENCIAL ABIERTO;5;209.99525;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636730.746;6170171.943;-58.50939374;-34.60509696;0.01637215
001-059A;7495.32;528;136;1447.19;1;0;0;GRANDES EQUIPAMIENTOS;3;14.22286;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649576.704;6170007.062;-58.36936906;-34.60479166;0.001897565
045-156;5694.27;954;278;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;203.02218;CABALLITO;6;5643715.411;6170086.405;-58.43325863;-34.60491386;0.035653768
069-052A;5328.58;1017;396;0;0;0;0;RESIDENCIAL ABIERTO;5;176.43851;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639440.882;6170155.034;-58.47985479;-34.60488485;0.033111731
013-090;9516.78;845;365;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;845;BALVANERA - SAN CRISTOBAL;3;5646087.276;6170053.511;-58.40740438;-34.60487553;0.088790536
083-020;10934.92;828;309;0;0;0;0;RESIDENCIAL ABIERTO;5;117.99306;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636543.856;6170182.789;-58.5114323;-34.6050241;0.010790482
017-058;20412.15;1295;618;0;0;0;0;RESIDENCIAL ABIERTO;5;1295;ALMAGRO - BOEDO;5;5644453.061;6170046.808;-58.42521294;-34.60516715;0.063442606
005-012;13968.22;428;284;855.95;1;1;0;COMERCIAL ADMINISTRATIVO;1;428;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647678.476;6170023.718;-58.39005848;-34.60491636;0.030640984
005-070A;1759.66;1356;342;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;17.05205;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648549.08;6170039.679;-58.38057357;-34.60464694;0.009690537
081-137;8565.1;658;265;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;240.31171;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637927.612;6170175.812;-58.49635036;-34.60490201;0.028057082
001-043;14010.25;528;136;7550.36;1;0;0;COMERCIAL ADMINISTRATIVO;1;26.58537;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649367.664;6170001.495;-58.37164614;-34.60487226;0.001897566
047-072A;4569.96;711;308;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;182.06237;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642778.006;6170114.593;-58.44347933;-34.60479063;0.039838942
069-086A;4824.32;906;296;0;0;0;0;RESIDENCIAL ABIERTO;5;132.89245;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639910.579;6170154.319;-58.47473577;-34.6048274;0.027546359
017-045;20891.75;1364;605;0;0;0;0;RESIDENCIAL ABIERTO;5;1364;ALMAGRO - BOEDO;5;5644315.483;6170057.522;-58.4267141;-34.60508995;0.06528893
001-051;5874.89;528;136;1779.65;1;0;0;COMERCIAL ADMINISTRATIVO;1;11.14799;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649460.586;6170009.141;-58.37063485;-34.60478985;0.001897566
047-046;5853.27;839;354;4470.53;1;1;0;RESIDENCIAL ABIERTO;5;178.90596;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642454.418;6170124.552;-58.44700751;-34.60474584;0.03056513
047-005;12800.95;794;308;2495.63;1;0;0;RESIDENCIAL ABIERTO;5;428.8496;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642036.436;6170102.936;-58.45155913;-34.60499853;0.033501389
047-063;9304.96;879;349;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;242.37124;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642595.851;6170110.012;-58.44546371;-34.60485722;0.026047532
005-022;14519.08;354;198;855.95;1;0;0;COMERCIAL ADMINISTRATIVO;1;354;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647811.395;6170033.146;-58.38861159;-34.60481228;0.02438171
013-080;9691.04;602;257;0;0;0;0;RESIDENCIAL ABIERTO;5;602;BALVANERA - SAN CRISTOBAL;3;5645980.33;6170067.985;-58.40857236;-34.60476031;0.062119236
059-145;5065.17;922;391;0;0;0;0;RESIDENCIAL ABIERTO;5;165.30104;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641309.351;6170154.781;-58.45949169;-34.60463167;0.032634845
059-131;10262.25;922;391;0;0;0;0;RESIDENCIAL ABIERTO;5;334.90695;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641225.561;6170122.965;-58.46039956;-34.6049299;0.032634846
081-076;17961.54;775;282;1188.36;1;0;0;RESIDENCIAL ABIERTO;5;289.8926;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637158.001;6170169.343;-58.50473687;-34.60506341;0.016139629
081-128;5607.04;896;338;0;0;0;0;RESIDENCIAL ABIERTO;5;102.17369;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637787.318;6170202.435;-58.49788367;-34.60468094;0.018222394
069-012;20633.03;712;281;8430.05;1;0;0;RESIDENCIAL ABIERTO;5;422.13262;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638572.691;6170139.935;-58.48931419;-34.60513845;0.020459071
013-050;10098.94;530;227;0;0;0;0;RESIDENCIAL ABIERTO;5;138.16944;BALVANERA - SAN CRISTOBAL;3;5645614.336;6170088.218;-58.41256443;-34.60462997;0.013681578
069-025;12788.35;881;320;0;0;1;0;RESIDENCIAL ABIERTO;5;270.40269;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638879.159;6170160.525;-58.48597755;-34.6049115;0.021144455
017-031;10700.23;907;407;0;0;0;0;RESIDENCIAL ABIERTO;5;449.0717;ALMAGRO - BOEDO;5;5644186.55;6170112.614;-58.42812858;-34.60461162;0.041968416
081-064;7818.4;795;327;1188.36;1;0;0;RESIDENCIAL ABIERTO;5;238.22507;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636980.136;6170207.926;-58.50668156;-34.60473947;0.030469798
059-026;15582.78;856;317;0;0;0;0;RESIDENCIAL ABIERTO;5;334.72227;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640351.044;6170140.407;-58.46993316;-34.60489264;0.021480267
013-039;9241.58;582;235;0;0;0;0;RESIDENCIAL ABIERTO;5;582;ALMAGRO - BOEDO;5;5645486.91;6170094.682;-58.41395421;-34.60458978;0.062976244
001-065;5566.86;528;136;1447.19;1;0;0;GRANDES EQUIPAMIENTOS;3;10.56348;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649671.178;6170019.279;-58.36834165;-34.60466782;0.001897565
013-069;12124.55;462;230;0;0;0;0;RESIDENCIAL ABIERTO;5;462;BALVANERA - SAN CRISTOBAL;3;5645864.905;6170083.377;-58.40983291;-34.60463802;0.038104507
013-059;10142.73;438;192;0;0;1;0;RESIDENCIAL ABIERTO;5;438;BALVANERA - SAN CRISTOBAL;3;5645739.497;6170090.857;-58.41120087;-34.60458842;0.04318364
005-030;14082.65;667;336;855.95;1;0;0;COMERCIAL ADMINISTRATIVO;1;335.98638;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647943.098;6170041.679;-58.3871778;-34.60471642;0.023858179
005-061A;1093.7;1356;342;688.12;1;0;0;;0;10.59854;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648503.005;6170034.618;-58.38107481;-34.60469922;0.009690537
017-009;10911.26;907;407;107141.89;1;1;0;RESIDENCIAL ABIERTO;5;457.9283;ALMAGRO - BOEDO;5;5644045.953;6170125.962;-58.42966308;-34.60451108;0.041968416
047-029;8521.67;839;354;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;260.46596;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642293.747;6170135.339;-58.44876034;-34.60467092;0.030565131
089-023;12865.04;867;316;0;0;0;0;RESIDENCIAL ABIERTO;5;178.53619;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635420.017;6170227.958;-58.52368771;-34.6047659;0.013877624
069-006;14268.28;955;373;8430.05;1;1;0;COMERCIAL ADMINISTRATIVO;1;207.70553;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638365.348;6170181.99;-58.49158075;-34.60478745;0.014557153
005-038;14967.01;341;116;855.95;1;1;0;COMERCIAL ADMINISTRATIVO;1;341;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648072.223;6170049.242;-58.38577193;-34.60462966;0.022783442
045-157;10103.93;803;343;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;359.60186;CABALLITO;6;5643794.979;6170112.542;-58.43239592;-34.60466719;0.035590296
059-054;13761.09;765;271;0;0;0;0;RESIDENCIAL ABIERTO;5;253.07384;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640671.103;6170153.284;-58.46644721;-34.6047328;0.018390537
089-049;9909.19;867;316;0;0;0;0;RESIDENCIAL ABIERTO;5;137.51602;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635605.923;6170241.262;-58.52166374;-34.60462148;0.013877625
017-010;14658.75;922;385;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;922;ALMAGRO - BOEDO;5;5643913.126;6170114.873;-58.43110874;-34.60462963;0.062897587
047-148;1398.39;657;294;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;96.02962;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643366.476;6170168.498;-58.43707522;-34.60422289;0.068671558
059-091;13003.92;969;385;0;0;0;0;RESIDENCIAL ABIERTO;5;334.95854;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640968.485;6170151.039;-58.4632059;-34.60471225;0.025758274
059-012;9680.58;856;317;0;0;0;0;RESIDENCIAL ABIERTO;5;207.94144;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640162.549;6170174.266;-58.47199302;-34.60461328;0.021480267
089-065;9940.51;829;284;0;0;0;0;RESIDENCIAL ABIERTO;5;167.08813;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635783.328;6170242.774;-58.51973053;-34.60458441;0.016808809
047-128;13951.27;730;302;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;568.78383;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643184.243;6170114.814;-58.43905215;-34.60473207;0.040769323
005-046;14925.43;229;129;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;229;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648202.147;6170057.002;-58.38435741;-34.60454099;0.015342942
059-159;4680.17;1037;430;0;0;0;0;RESIDENCIAL ABIERTO;5;167.92151;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641496.522;6170177.792;-58.45745571;-34.60439854;0.035879361
081-163;13783.19;763;345;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;385.15872;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638170.053;6170198.052;-58.49371177;-34.604669;0.027944091
013-028;8065.03;727;336;7517.05;1;0;0;RESIDENCIAL ABIERTO;5;727;ALMAGRO - BOEDO;5;5645375.483;6170114.771;-58.41517198;-34.60442455;0.090142256
069-077;11786.37;867;315;0;0;0;0;RESIDENCIAL ABIERTO;5;235.21389;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639706.111;6170181.854;-58.47696865;-34.60460711;0.019956432
081-102;9004.87;886;347;0;0;0;0;RESIDENCIAL ABIERTO;5;190.39947;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637464.966;6170228.382;-58.50140099;-34.60449033;0.021144055
005-075A;3633.39;1356;342;688.12;1;0;0;;0;35.20949;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648460.457;6170094.497;-58.38154895;-34.60416581;0.009690534
059-132;2097.01;922;391;0;0;0;0;RESIDENCIAL ABIERTO;5;68.4356;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641173.489;6170211.215;-58.46098172;-34.60414183;0.032634847
081-052;7719.67;883;352;0;0;0;0;RESIDENCIAL ABIERTO;5;161.32027;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636827.851;6170242.535;-58.50834681;-34.6044479;0.020897301
005-053;14995.8;723;314;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;373.24084;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648332.565;6170064.578;-58.38293746;-34.60445389;0.024889692
089-080;9949.87;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;223.45357;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635956.539;6170250.632;-58.51784405;-34.60449068;0.022457939
047-147;3954.35;730;302;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;161.21617;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643273.608;6170148.341;-58.4380839;-34.60441748;0.040769322
081-151;6789.04;658;265;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;190.48065;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638006.35;6170230.904;-58.4955012;-34.60439499;0.028057082
081-115;12215.06;896;338;0;0;0;0;RESIDENCIAL ABIERTO;5;222.58763;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637636.257;6170221.272;-58.49953304;-34.60453146;0.018222394
059-183;12234.64;745;293;0;0;0;0;RESIDENCIAL ABIERTO;5;368.19632;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641857.265;6170156.543;-58.45352073;-34.60454024;0.030094577
069-053A;7257.47;1017;396;0;0;1;0;RESIDENCIAL ABIERTO;5;240.3074;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639362.052;6170216.808;-58.48072406;-34.60433889;0.033111732
